number,seg_id_1,code,total_dur,dur_1,iatacode_1,iatacode_2,carriercode_1,air_number_1,at_1,transfer,seg_id_1,dur_2,iatacode_1,iatacode_2,carriercode_2,air_number_2,at_2,bookable_seats,currency,total
10531,75,772,PT26H30M,PT11H35M,ICN,CPH,KL,79,2022-07-10,Y,75,PT1H35M,AMS,FCO,KL,1607,2022-07-10,9,EUR,464.07
10532,125,772,PT28H50M,PT11H15M,ICN,MAD,KL,856,2022-07-10,Y,125,PT2H50M,AMS,FCO,KL,1607,2022-07-10,9,EUR,464.07
10533,81,772,PT30H30M,PT11H35M,ICN,MAD,KL,79,2022-07-10,Y,81,PT2H50M,AMS,FCO,KL,1609,2022-07-10,9,EUR,464.07
10534,127,77W,PT30H50M,PT12H5M,ICN,MAD,AF,267,2022-07-10,Y,127,PT2H50M,AMS,FCO,KL,1609,2022-07-10,9,EUR,504.28
10535,45,77W,PT33H15M,PT12H5M,ICN,GVA,AF,267,2022-07-10,Y,45,PT1H15M,CDG,FCO,AF,1204,2022-07-11,9,EUR,504.64
10536,31,77W,PT38H10M,PT12H5M,ICN,GVA,AF,267,2022-07-10,Y,31,PT1H15M,CDG,FCO,AF,1104,2022-07-11,9,EUR,510.61
10537,71,388,PT20H30M,PT9H30M,ICN,GVA,EK,323,2022-07-10,Y,71,PT1H15M,CDG,FCO,AF,1304,2022-07-11,9,EUR,516.85
10538,7,781,PT19H,PT10H15M,ICN,BRU,EY,857,2022-07-10,Y,7,PT1H,DXB,FCO,EK,97,2022-07-11,9,EUR,518.58
10539,23,77W,PT19H5M,PT10H10M,ICN,BRU,QR,859,2022-07-10,Y,23,PT1H,AUH,FCO,EY,85,2022-07-11,9,EUR,519.44
10540,90,359,PT16H35M,PT13H10M,ICN,BRU,LH,719,2022-07-10,Y,90,PT1H,DOH,FCO,QR,131,2022-07-10,9,EUR,519.44
10541,49,77W,PT18H20M,PT12H5M,ICN,BRU,AF,267,2022-07-10,Y,49,PT1H,MUC,FCO,LH,1872,2022-07-10,9,EUR,519.44
10542,41,772,PT20H15M,PT11H15M,ICN,BRU,KL,856,2022-07-10,Y,41,PT1H,CDG,FCO,AZ,325,2022-07-10,9,EUR,519.44
10543,136,772,PT21H55M,PT11H35M,ICN,BRU,KL,79,2022-07-10,Y,136,PT1H,AMS,FCO,AZ,107,2022-07-10,9,EUR,536.5
10544,116,772,PT25H45M,PT11H15M,ICN,BRU,KL,856,2022-07-10,Y,116,PT1H,AMS,FCO,AZ,107,2022-07-10,9,EUR,536.5
10545,63,772,PT27H25M,PT11H35M,ICN,BRU,KL,79,2022-07-10,Y,63,PT1H,AMS,FCO,AZ,109,2022-07-10,9,EUR,536.5
10546,98,359,PT29H35M,PT13H10M,ICN,BRU,LH,719,2022-07-10,Y,98,PT1H,AMS,FCO,AZ,109,2022-07-10,9,EUR,536.5
10547,108,359,PT31H40M,PT13H10M,ICN,BRU,LH,719,2022-07-10,Y,108,PT1H,MUC,FCO,LH,1866,2022-07-11,9,EUR,602.13
10548,83,359,PT34H30M,PT13H10M,ICN,,LH,719,2022-07-10,Y,83,,MUC,FCO,LH,1874,2022-07-11,9,EUR,620.82
10549,17,359,PT38H,PT13H10M,ICN,,LH,719,2022-07-10,Y,17,,MUC,FCO,LH,1868,2022-07-11,4,EUR,633.49
10550,51,343,PT18H20M,PT14H10M,ICN,,LH,713,2022-07-10,Y,51,,MUC,FCO,LH,1870,2022-07-11,9,EUR,647.95
10551,43,343,PT28H15M,PT14H10M,ICN,,LH,713,2022-07-10,Y,43,,FRA,FCO,LH,242,2022-07-10,9,EUR,647.95
10552,110,388,PT31H40M,PT5H35M,ICN,,OS,8052,2022-07-10,N,110,,FRA,FCO,LH,230,2022-07-11,9,EUR,647.95
10553,61,333,PT18H25M,PT3H45M,ICN,,CX,419,2022-07-10,Y,61,,BKK,,,,,9,EUR,647.95
10554,73,333,PT23H30M,PT3H55M,ICN,,CX,411,2022-07-10,Y,73,,HKG,FCO,CX,293,2022-07-11,9,EUR,647.95
10555,27,333,PT25H5M,PT3H55M,ICN,,CX,439,2022-07-10,Y,27,,HKG,FCO,CX,293,2022-07-11,4,EUR,711.49
10556,77,333,PT28H30M,PT3H50M,ICN,,CX,417,2022-07-10,Y,77,,HKG,FCO,CX,293,2022-07-11,9,EUR,732.32
10557,79,333,PT29H30M,PT5H50M,ICN,,CX,421,2022-07-10,Y,79,,HKG,FCO,CX,293,2022-07-11,9,EUR,897.86
10558,113,388,PT20H45M,PT5H35M,ICN,,OS,8052,2022-07-10,N,113,,HKG,FCO,CX,293,2022-07-11,9,EUR,906.49
10559,19,788,PT40H,PT7H45M,ICN,,AI,313,2022-07-10,Y,19,,BKK,,,,,9,EUR,906.49
10560,55,77W,PT15H25M,PT12H5M,ICN,,AF,267,2022-07-10,Y,55,,DEL,FCO,AI,123,2022-07-11,9,EUR,906.49
10561,37,77W,PT17H15M,PT11H25M,ICN,,TK,91,2022-07-10,Y,37,,CDG,FCO,AF,1604,2022-07-10,9,EUR,906.49
10562,94,77W,PT21H35M,PT11H25M,ICN,BRU,TK,91,2022-07-10,Y,94,PT1H,IST,FCO,TK,1861,2022-07-11,4,EUR,912.19
10563,13,77W,PT26H,PT11H25M,ICN,AMS,TK,91,2022-07-10,Y,13,PT1H5M,IST,FCO,TK,1865,2022-07-11,4,EUR,924.25
10564,67,77W,PT31H25M,PT11H25M,ICN,AMS,TK,91,2022-07-10,Y,67,PT1H5M,IST,FCO,TK,1863,2022-07-11,4,EUR,924.25
10565,120,789,PT22H50M,PT10H,ICN,AMS,MS,8089,2022-07-10,N,120,PT1H5M,IST,FCO,TK,1361,2022-07-12,4,EUR,977.81
10566,85,789,PT42H30M,PT10H,ICN,AMS,MS,8089,2022-07-10,N,85,PT1H5M,AUH,,,,,4,EUR,977.81
10567,129,789,PT46H50M,PT10H,ICN,AMS,MS,8089,2022-07-10,N,129,PT1H5M,AUH,,,,,4,EUR,977.81
10568,39,77W,PT17H15M,PT11H25M,ICN,AMS,OZ,6931,2022-07-10,Y,39,PT1H5M,AUH,,,,,4,EUR,977.81
10569,96,77W,PT21H35M,PT11H25M,ICN,AMS,OZ,6931,2022-07-10,Y,96,PT1H5M,IST,FCO,TK,1861,2022-07-11,9,EUR,982.73
10570,15,77W,PT26H,PT11H25M,ICN,AMS,OZ,6931,2022-07-10,Y,15,PT1H5M,IST,FCO,TK,1865,2022-07-11,9,EUR,1109.78
10571,69,77W,PT31H25M,PT11H25M,ICN,AMS,OZ,6931,2022-07-10,Y,69,PT1H5M,IST,FCO,TK,1863,2022-07-11,9,EUR,1155.66
10572,59,388,PT18H25M,PT11H30M,ICN,AMS,OZ,541,2022-07-10,Y,59,PT1H5M,IST,FCO,TK,1361,2022-07-12,7,EUR,1156.81
10573,5,77W,PT17H,PT11H55M,ICN,AMS,KE,907,2022-07-10,Y,5,PT1H5M,FRA,FCO,LH,242,2022-07-10,9,EUR,1191.86
10574,102,77W,PT15H40M,PT11H50M,ICN,,KE,925,2022-07-10,Y,102,,LHR,FCO,AZ,209,2022-07-10,9,EUR,1191.86
10575,118,77L,PT43H45M,PT10H30M,ICN,,QF,8698,2022-07-10,Y,118,,AMS,FCO,KL,1609,2022-07-10,9,EUR,1191.86
10576,1,332,PT16H,PT11H30M,ICN,,6X,956,2022-07-10,Y,1,,SYD,FCO,QF,5,2022-07-12,9,EUR,1212.44
10577,47,332,PT16H17M,PT11H17M,ICN,,6X,957,2022-07-10,Y,47,,CDG,FCO,AF,1004,2022-07-10,9,EUR,1279.66
10578,33,332,PT20H12M,PT11H17M,ICN,,6X,957,2022-07-10,Y,33,,CDG,FCO,AF,1404,2022-07-10,9,EUR,1529.13
10579,92,772,PT19H35M,PT11H35M,ICN,AMS,KL,79,2022-07-10,Y,92,PT1H5M,CDG,FCO,AF,1004,2022-07-10,9,EUR,1643.61
10580,106,789,PT23H40M,PT13H10M,ICN,AMS,AC,62,2022-07-10,Y,106,PT1H5M,AMS,FCO,KL,1601,2022-07-10,9,EUR,2372.54
10581,3,744,PT16H,PT11H25M,ICN,AMS,6X,9745,2022-07-10,Y,3,PT1H5M,YYZ,FCO,AC,890,2022-07-11,9,EUR,2694.08
10582,29,77W,PT26H10M,PT2H35M,ICN,AMS,CI,161,2022-07-10,Y,29,PT1H5M,FRA,FCO,LH,242,2022-07-10,9,EUR,4499.16
10583,134,789,PT18H55M,PT3H45M,ICN,AMS,KE,607,2022-07-10,Y,134,PT1H5M,TPE,FCO,CI,75,2022-07-11,4,EUR,7191.35
10584,25,333,PT21H5M,PT9H,ICN,AMS,OZ,767,2022-07-10,Y,25,PT1H5M,HKG,FCO,CX,293,2022-07-11,4,EUR,7191.35
10585,9,333,PT19H,PT2H40M,ICN,AMS,OZ,6871,2022-07-10,Y,9,PT1H5M,DEL,FCO,AI,123,2022-07-10,4,EUR,7198.35
10586,53,359,PT28H20M,PT14H15M,ICN,AMS,UA,7293,2022-07-10,Y,53,PT1H5M,TPE,FCO,CI,75,2022-07-11,4,EUR,7326.35
10587,100,359,PT31H35M,PT14H15M,ICN,AMS,UA,7293,2022-07-10,Y,100,PT1H5M,JFK,FCO,UA,40,2022-07-11,9,EUR,459.78
10588,140,359,PT32H55M,PT14H15M,ICN,AMS,UA,7293,2022-07-10,Y,140,PT1H5M,JFK,FCO,UA,510,2022-07-11,9,EUR,459.78
10589,65,359,PT28H25M,PT14H15M,ICN,AMS,UA,7293,2022-07-10,Y,65,PT1H5M,JFK,FCO,AZ,611,2022-07-11,4,EUR,462.86
10590,79,359,PT15H25M,PT9H35M,ICN,AMS,AY,42,2022-07-11,Y,79,PT1H5M,JFK,FCO,LH,7616,2022-07-11,4,EUR,462.86
10591,168,359,PT30H55M,PT9H35M,ICN,AMS,AY,42,2022-07-11,Y,168,PT1H5M,HEL,FCO,AY,1763,2022-07-11,4,EUR,462.86
10592,75,77W,PT15H25M,PT12H5M,ICN,AMS,AF,267,2022-07-11,Y,75,PT1H5M,HEL,FCO,AY,1761,2022-07-12,9,EUR,463.44
10593,25,77W,PT17H5M,PT12H5M,ICN,AMS,AF,267,2022-07-11,Y,25,PT1H5M,CDG,FCO,AF,1604,2022-07-11,9,EUR,463.44
10594,11,77W,PT21H,PT12H5M,ICN,CDG,AF,267,2022-07-11,Y,11,PT1H20M,CDG,FCO,AF,1404,2022-07-11,9,EUR,463.44
10595,110,789,PT15H35M,PT11H15M,ICN,CDG,KL,856,2022-07-11,Y,110,PT1H20M,CDG,FCO,AF,1004,2022-07-11,9,EUR,463.44
10596,160,789,PT17H55M,PT11H15M,ICN,CDG,KL,856,2022-07-11,Y,160,PT1H20M,AMS,FCO,KL,1597,2022-07-11,9,EUR,463.44
10597,124,789,PT22H40M,PT11H15M,ICN,CDG,KL,856,2022-07-11,Y,124,PT1H20M,AMS,FCO,KL,1601,2022-07-11,9,EUR,463.44
10598,151,789,PT24H50M,PT11H15M,ICN,CDG,KL,856,2022-07-11,Y,151,PT1H20M,AMS,FCO,KL,1603,2022-07-11,9,EUR,464.07
10599,153,789,PT28H50M,PT11H15M,ICN,CDG,KL,856,2022-07-11,Y,153,PT1H20M,AMS,FCO,KL,1607,2022-07-11,9,EUR,464.07
10600,101,772,PT30H30M,PT11H35M,ICN,ZRH,KL,79,2022-07-11,Y,101,PT1H5M,AMS,FCO,KL,1609,2022-07-11,9,EUR,464.07
10601,155,77W,PT30H50M,PT12H5M,ICN,ZRH,AF,267,2022-07-11,Y,155,PT1H5M,AMS,FCO,KL,1609,2022-07-11,9,EUR,475.64
10602,59,77W,PT33H15M,PT12H5M,ICN,ZRH,AF,267,2022-07-11,Y,59,PT1H5M,CDG,FCO,AF,1204,2022-07-12,7,EUR,482.07
10603,49,77W,PT38H10M,PT12H5M,ICN,ZRH,AF,267,2022-07-11,Y,49,PT1H10M,CDG,FCO,AF,1104,2022-07-12,9,EUR,510.61
10604,9,781,PT19H,PT10H15M,ICN,ZRH,EY,857,2022-07-11,Y,9,PT1H,CDG,FCO,AF,1304,2022-07-12,9,EUR,518.58
10605,19,788,PT35H,PT12H30M,ICN,ZRH,ET,673,2022-07-11,Y,19,PT1H5M,AUH,FCO,EY,85,2022-07-12,9,EUR,519.44
10606,31,77W,PT19H5M,PT10H10M,ICN,ZRH,QR,859,2022-07-11,Y,31,PT1H5M,ADD,FCO,ET,712,2022-07-12,9,EUR,519.44
10607,63,77W,PT18H20M,PT12H5M,ICN,ZRH,AF,267,2022-07-11,Y,63,PT1H10M,DOH,FCO,QR,131,2022-07-11,9,EUR,519.44
10608,55,789,PT20H15M,PT11H15M,ICN,ZRH,KL,856,2022-07-11,Y,55,PT1H,CDG,FCO,AZ,325,2022-07-11,9,EUR,519.44
10609,164,772,PT21H55M,PT11H35M,ICN,ZRH,KL,79,2022-07-11,Y,164,PT1H5M,AMS,FCO,AZ,107,2022-07-11,9,EUR,519.79
10610,140,789,PT25H45M,PT11H15M,ICN,ZRH,KL,856,2022-07-11,Y,140,PT1H10M,AMS,FCO,AZ,107,2022-07-11,9,EUR,519.79
10611,85,772,PT27H25M,PT11H35M,ICN,MUC,KL,79,2022-07-11,Y,85,PT1H,AMS,FCO,AZ,109,2022-07-11,9,EUR,524.13
10612,57,77W,PT30H15M,PT12H5M,ICN,MUC,AF,267,2022-07-11,Y,57,PT1H,AMS,FCO,AZ,109,2022-07-11,9,EUR,536.5
10613,133,77W,PT35H40M,PT12H5M,ICN,MUC,AF,267,2022-07-11,Y,133,PT1H10M,CDG,FCO,AZ,317,2022-07-12,9,EUR,536.5
10614,43,74H,PT18H10M,PT13H20M,ICN,MUC,LH,713,2022-07-11,Y,43,PT1H,CDG,FCO,AZ,319,2022-07-12,9,EUR,536.5
10615,120,359,PT29H35M,PT13H10M,ICN,MUC,LH,719,2022-07-11,Y,120,PT1H,FRA,FCO,LH,242,2022-07-11,9,EUR,536.5
10616,128,359,PT31H40M,PT13H10M,ICN,MUC,LH,719,2022-07-11,Y,128,PT1H,MUC,FCO,LH,1866,2022-07-12,9,EUR,542.82
10617,103,359,PT34H30M,PT13H10M,ICN,MUC,LH,719,2022-07-11,Y,103,PT1H,MUC,FCO,LH,1874,2022-07-12,9,EUR,542.82
10618,21,359,PT38H,PT13H10M,ICN,MUC,LH,719,2022-07-11,Y,21,PT1H5M,MUC,FCO,LH,1868,2022-07-12,9,EUR,542.82
10619,73,74H,PT31H20M,PT13H20M,ICN,MUC,LH,713,2022-07-11,Y,73,PT1H,MUC,FCO,LH,1870,2022-07-12,9,EUR,594.85
10620,144,74H,PT32H45M,PT13H20M,ICN,MUC,LH,713,2022-07-11,Y,144,PT1H,FRA,FCO,LH,232,2022-07-12,4,EUR,633.49
10621,105,74H,PT36H30M,PT13H20M,ICN,MUC,LH,713,2022-07-11,Y,105,PT1H,FRA,FCO,LH,234,2022-07-12,9,EUR,647.95
10622,112,359,PT16H35M,PT13H10M,ICN,MUC,LH,719,2022-07-11,Y,112,PT1H,FRA,FCO,LH,236,2022-07-12,9,EUR,647.95
10623,130,388,PT31H40M,PT5H35M,ICN,MUC,OS,8052,2022-07-11,N,130,PT1H10M,MUC,FCO,LH,1872,2022-07-11,9,EUR,647.95
10624,83,333,PT18H25M,PT3H45M,ICN,MUC,CX,419,2022-07-11,Y,83,PT1H,BKK,,,,,9,EUR,647.95
10625,95,333,PT23H30M,PT3H55M,ICN,MUC,CX,411,2022-07-11,Y,95,PT1H,HKG,FCO,CX,293,2022-07-12,9,EUR,647.95
10626,35,333,PT25H5M,PT3H55M,ICN,MUC,CX,439,2022-07-11,Y,35,PT1H,HKG,FCO,CX,293,2022-07-12,9,EUR,732.32
10627,97,333,PT28H30M,PT3H50M,ICN,MUC,CX,417,2022-07-11,Y,97,PT1H,HKG,FCO,CX,293,2022-07-12,9,EUR,869.49
10628,99,333,PT29H30M,PT5H50M,ICN,MUC,CX,421,2022-07-11,Y,99,PT1H,HKG,FCO,CX,293,2022-07-12,9,EUR,869.49
10629,23,788,PT40H,PT7H45M,ICN,VIE,AI,313,2022-07-11,Y,23,PT1H30M,HKG,FCO,CX,293,2022-07-12,9,EUR,869.49
10630,39,77W,PT17H10M,PT11H25M,ICN,VIE,TK,91,2022-07-11,Y,39,PT1H25M,DEL,FCO,AI,123,2022-07-12,9,EUR,869.49
10631,162,333,PT17H55M,PT11H25M,ICN,VIE,TK,21,2022-07-11,Y,162,PT1H25M,IST,FCO,TK,1861,2022-07-12,9,EUR,869.49
10632,116,77W,PT21H35M,PT11H25M,ICN,VIE,TK,91,2022-07-11,Y,116,PT1H30M,IST,FCO,TK,1861,2022-07-12,9,EUR,869.49
10633,67,333,PT22H20M,PT11H25M,ICN,VIE,TK,21,2022-07-11,Y,67,PT1H25M,IST,FCO,TK,1865,2022-07-12,9,EUR,869.49
10634,15,77W,PT26H,PT11H25M,ICN,VIE,TK,91,2022-07-11,Y,15,PT1H30M,IST,FCO,TK,1865,2022-07-12,9,EUR,869.49
10635,142,333,PT26H45M,PT11H25M,ICN,VIE,TK,21,2022-07-11,Y,142,PT1H30M,IST,FCO,TK,1863,2022-07-12,9,EUR,887.16
10636,89,77W,PT31H25M,PT11H25M,ICN,VIE,TK,91,2022-07-11,Y,89,PT1H30M,IST,FCO,TK,1863,2022-07-12,9,EUR,898.44
10637,47,333,PT32H10M,PT11H25M,ICN,VIE,TK,21,2022-07-11,Y,47,PT1H25M,IST,FCO,TK,1361,2022-07-13,4,EUR,924.25
10638,5,359,PT16H,PT12H20M,ICN,VIE,OZ,521,2022-07-11,Y,5,PT1H30M,IST,FCO,TK,1361,2022-07-13,4,EUR,924.25
10639,53,772,PT17H15M,PT11H35M,ICN,VIE,KL,79,2022-07-11,Y,53,PT1H25M,LHR,FCO,AZ,209,2022-07-11,4,EUR,933.81
10640,107,789,PT42H30M,PT10H,ICN,VIE,MS,8089,2022-07-11,N,107,PT1H30M,AMS,FCO,KL,1597,2022-07-11,4,EUR,933.81
10641,157,789,PT46H50M,PT10H,ICN,VIE,MS,8089,2022-07-11,N,157,PT1H25M,AUH,,,,,4,EUR,933.81
10642,41,77W,PT17H10M,PT11H25M,ICN,VIE,OZ,6931,2022-07-11,Y,41,PT1H30M,AUH,,,,,4,EUR,933.81
10643,118,77W,PT21H35M,PT11H25M,ICN,VIE,OZ,6931,2022-07-11,Y,118,PT1H30M,IST,FCO,TK,1861,2022-07-12,9,EUR,937.73
10644,17,77W,PT26H,PT11H25M,ICN,VIE,OZ,6931,2022-07-11,Y,17,PT1H25M,IST,FCO,TK,1865,2022-07-12,9,EUR,1060.8
10645,91,77W,PT31H25M,PT11H25M,ICN,VIE,OZ,6931,2022-07-11,Y,91,PT1H25M,IST,FCO,TK,1863,2022-07-12,9,EUR,1064.78
10646,81,388,PT18H25M,PT11H30M,ICN,BRU,OZ,541,2022-07-11,Y,81,PT1H,IST,FCO,TK,1361,2022-07-13,9,EUR,1073.28
10647,65,77W,PT18H20M,PT12H5M,ICN,BRU,KE,5901,2022-07-11,Y,65,PT1H,FRA,FCO,LH,242,2022-07-11,9,EUR,1073.28
10648,7,77W,PT17H,PT11H55M,ICN,BRU,KE,907,2022-07-11,Y,7,PT1H,CDG,FCO,AZ,325,2022-07-11,4,EUR,1091.19
10649,93,388,PT20H30M,PT9H30M,ICN,BRU,EK,323,2022-07-11,Y,93,PT1H,LHR,FCO,AZ,209,2022-07-11,9,EUR,1111.08
10650,45,388,PT27H10M,PT9H30M,ICN,GVA,EK,323,2022-07-11,Y,45,PT1H15M,DXB,FCO,EK,97,2022-07-12,9,EUR,1111.08
10651,148,789,PT22H50M,PT10H,ICN,GVA,MS,8089,2022-07-11,N,148,PT1H15M,DXB,FCO,EK,95,2022-07-12,9,EUR,1111.08
10652,135,77W,PT16H45M,PT12H10M,ICN,GVA,KE,901,2022-07-11,Y,135,PT1H15M,AUH,,,,,9,EUR,1191.86
10653,29,77W,PT17H5M,PT12H30M,ICN,GVA,KE,903,2022-07-11,Y,29,PT1H15M,CDG,FCO,AF,1004,2022-07-11,9,EUR,1191.86
10654,13,77W,PT21H,PT12H5M,ICN,GVA,KE,5901,2022-07-11,Y,13,PT1H15M,CDG,FCO,AF,1004,2022-07-11,9,EUR,1191.86
10655,1,332,PT16H,PT11H30M,ICN,GVA,6X,956,2022-07-11,Y,1,PT1H15M,CDG,FCO,AF,1004,2022-07-11,4,EUR,1201.49
10656,61,332,PT16H17M,PT11H17M,ICN,GVA,6X,957,2022-07-11,Y,61,PT1H15M,CDG,FCO,AF,1004,2022-07-11,9,EUR,1212.44
10657,51,332,PT20H12M,PT11H17M,ICN,ATH,6X,957,2022-07-11,Y,51,PT3H,CDG,FCO,AF,1404,2022-07-11,9,EUR,1273.81
10658,137,388,PT20H45M,PT5H35M,ICN,ZRH,OS,8052,2022-07-11,N,137,PT1H5M,CDG,FCO,AF,1004,2022-07-11,9,EUR,1401.66
10659,114,772,PT19H35M,PT11H35M,ICN,ZRH,KL,79,2022-07-11,Y,114,PT1H10M,BKK,,,,,9,EUR,1521.08
10660,146,77L,PT43H45M,PT10H30M,ICN,ZRH,QF,8698,2022-07-11,Y,146,PT1H5M,AMS,FCO,KL,1601,2022-07-11,9,EUR,1521.08
10661,126,789,PT23H40M,PT13H10M,ICN,ZRH,AC,62,2022-07-11,Y,126,PT1H,SYD,FCO,QF,5,2022-07-13,9,EUR,1529.13
10662,77,77W,PT15H25M,PT12H5M,ICN,ZRH,KE,5901,2022-07-11,Y,77,PT1H5M,YYZ,FCO,AC,890,2022-07-12,9,EUR,2694.08
10663,27,77W,PT17H5M,PT12H5M,ICN,ZRH,KE,5901,2022-07-11,Y,27,PT1H10M,CDG,FCO,AF,1604,2022-07-11,9,EUR,2753.29
10664,3,744,PT16H,PT11H25M,ICN,ZRH,6X,9745,2022-07-11,Y,3,PT1H,CDG,FCO,AF,1404,2022-07-11,9,EUR,2938.98
10665,33,333,PT21H5M,PT9H,ICN,CDG,OZ,767,2022-07-11,Y,33,PT1H20M,FRA,FCO,LH,242,2022-07-11,9,EUR,2938.98
10666,166,333,PT25H55M,PT6H20M,ICN,GVA,OZ,751,2022-07-11,Y,166,PT1H15M,DEL,FCO,AI,123,2022-07-11,4,EUR,7191.35
10667,69,787,PT25H20M,PT6H15M,ICN,GVA,SQ,601,2022-07-11,Y,69,PT1H15M,SIN,FCO,SQ,352,2022-07-12,4,EUR,7191.35
10668,37,787,PT33H5M,PT6H20M,ICN,GVA,SQ,607,2022-07-11,Y,37,PT1H15M,SIN,FCO,SQ,352,2022-07-12,4,EUR,7198.35
10669,71,359,PT28H20M,PT14H15M,ICN,ATH,UA,7293,2022-07-11,Y,71,PT3H5M,SIN,FCO,SQ,352,2022-07-12,4,EUR,7326.35
10670,122,359,PT31H35M,PT14H15M,ICN,AMS,UA,7293,2022-07-11,Y,122,PT1H10M,JFK,FCO,UA,40,2022-07-12,9,EUR,405.61
10671,170,359,PT32H55M,PT14H15M,ICN,AMS,UA,7293,2022-07-11,Y,170,PT1H5M,JFK,FCO,UA,510,2022-07-12,9,EUR,459.78
10672,87,359,PT28H25M,PT14H15M,ICN,AMS,UA,7293,2022-07-11,Y,87,PT1H5M,JFK,FCO,AZ,611,2022-07-12,9,EUR,459.78
10673,25,77W,PT19H5M,PT10H10M,ICN,AMS,QR,859,2022-07-12,Y,25,PT1H5M,JFK,FCO,LH,7616,2022-07-12,9,EUR,462.86
10674,59,359,PT15H25M,PT9H35M,ICN,AMS,AY,42,2022-07-12,Y,59,PT1H5M,DOH,FCO,QR,131,2022-07-12,9,EUR,462.86
10675,134,359,PT30H55M,PT9H35M,ICN,ZRH,AY,42,2022-07-12,Y,134,PT1H,HEL,FCO,AY,1763,2022-07-12,9,EUR,463.44
10676,21,77W,PT17H5M,PT12H5M,ICN,ZRH,AF,267,2022-07-12,Y,21,PT1H,HEL,FCO,AY,1761,2022-07-13,9,EUR,463.44
10677,7,77W,PT21H,PT12H5M,ICN,CDG,AF,267,2022-07-12,Y,7,PT1H20M,CDG,FCO,AF,1404,2022-07-12,9,EUR,463.44
10678,88,772,PT15H35M,PT11H15M,ICN,GVA,KL,856,2022-07-12,Y,88,PT1H15M,CDG,FCO,AF,1004,2022-07-12,9,EUR,463.44
10679,128,772,PT17H55M,PT11H15M,ICN,GVA,KL,856,2022-07-12,Y,128,PT1H15M,AMS,FCO,KL,1597,2022-07-12,9,EUR,463.44
10680,118,772,PT24H50M,PT11H15M,ICN,WAW,KL,856,2022-07-12,Y,118,PT2H5M,AMS,FCO,KL,1601,2022-07-12,9,EUR,463.44
10681,75,772,PT26H30M,PT11H35M,ICN,WAW,KL,79,2022-07-12,Y,75,PT2H,AMS,FCO,KL,1607,2022-07-12,7,EUR,463.44
10682,120,772,PT28H50M,PT11H15M,ICN,CDG,KL,856,2022-07-12,Y,120,PT1H25M,AMS,FCO,KL,1607,2022-07-12,9,EUR,464.07
10683,81,772,PT30H30M,PT11H35M,ICN,CDG,KL,79,2022-07-12,Y,81,PT1H20M,AMS,FCO,KL,1609,2022-07-12,9,EUR,464.07
10684,102,772,PT22H40M,PT11H15M,ICN,CDG,KL,856,2022-07-12,Y,102,PT1H20M,AMS,FCO,KL,1609,2022-07-12,9,EUR,464.07
10685,122,77W,PT30H50M,PT12H5M,ICN,GVA,AF,267,2022-07-12,Y,122,PT1H15M,AMS,FCO,KL,1603,2022-07-12,7,EUR,482.07
10686,47,77W,PT33H15M,PT12H5M,ICN,GVA,AF,267,2022-07-12,Y,47,PT1H15M,CDG,FCO,AF,1204,2022-07-13,9,EUR,516.85
10687,33,77W,PT38H10M,PT12H5M,ICN,ATH,AF,267,2022-07-12,Y,33,PT3H,CDG,FCO,AF,1104,2022-07-13,9,EUR,518.58
10688,15,788,PT35H,PT12H30M,ICN,ATH,ET,673,2022-07-12,Y,15,PT3H5M,CDG,FCO,AF,1304,2022-07-13,9,EUR,519.44
10689,90,359,PT16H35M,PT13H10M,ICN,,LH,719,2022-07-12,Y,90,,ADD,FCO,ET,712,2022-07-13,9,EUR,519.44
10690,51,77W,PT18H20M,PT12H5M,ICN,MAD,AF,267,2022-07-12,Y,51,PT2H45M,MUC,FCO,LH,1872,2022-07-12,9,EUR,519.44
10691,43,772,PT20H15M,PT11H15M,ICN,FCO,KL,856,2022-07-12,Y,43,PT2H5M,CDG,FCO,AZ,325,2022-07-12,9,EUR,519.44
