number,seg_id_1,code,total_dur,dur_1,iatacode_1,iatacode_2,carriercode_1,air_number_1,at_1,transfer,seg_id_1,dur_2,iatacode_1,iatacode_2,carriercode_2,air_number_2,at_2,bookable_seats,currency,total
8395,82,333,PT27H40M,PT3H50M,ICN,ZRH,CX,417,2022-07-08,Y,82,PT1H,HKG,FRA,CX,289,2022-07-09,9,EUR,885.62
8396,84,333,PT28H40M,PT5H50M,ICN,ZRH,CX,421,2022-07-08,Y,84,PT1H,HKG,FRA,CX,289,2022-07-09,9,EUR,885.62
8397,72,788,PT39H35M,PT7H45M,ICN,ZRH,AI,313,2022-07-08,Y,72,PT1H5M,HKG,FRA,CX,289,2022-07-09,9,EUR,885.62
8398,55,388,PT11H30M,PT11H30M,ICN,ZRH,OZ,541,2022-07-08,N,55,PT1H5M,DEL,FRA,AI,121,2022-07-09,9,EUR,885.62
8399,56,77W,PT17H30M,PT11H25M,ICN,ZRH,TK,91,2022-07-08,Y,56,PT1H10M,FRA,,,,,9,EUR,1025.58
8400,15,77W,PT21H5M,PT11H25M,ICN,ZRH,TK,91,2022-07-08,Y,15,PT1H,IST,FRA,TK,1587,2022-07-09,9,EUR,1102.35
8401,98,77W,PT24H50M,PT11H25M,ICN,ZRH,TK,91,2022-07-08,Y,98,PT1H,IST,FRA,TK,1591,2022-07-09,9,EUR,1106.28
8402,19,77W,PT28H5M,PT11H25M,ICN,ZRH,TK,91,2022-07-08,Y,19,PT1H5M,IST,FRA,TK,1593,2022-07-09,9,EUR,1106.28
8403,86,332,PT16H42M,PT11H17M,ICN,ZRH,6X,957,2022-07-08,Y,86,PT1H10M,IST,FRA,TK,1597,2022-07-09,9,EUR,1106.28
8404,94,77W,PT15H50M,PT11H20M,ICN,ZRH,KE,937,2022-07-08,Y,94,PT1H,CDG,FRA,LH,1041,2022-07-08,9,EUR,1110.8
8405,40,388,PT20H20M,PT9H30M,ICN,MUC,EK,323,2022-07-08,Y,40,PT1H,VIE,FRA,OS,127,2022-07-08,9,EUR,1176.58
8406,26,388,PT27H10M,PT9H30M,ICN,MUC,EK,323,2022-07-08,Y,26,PT1H,DXB,FRA,EK,45,2022-07-09,9,EUR,1176.58
8407,110,388,PT39H55M,PT9H30M,ICN,MUC,EK,323,2022-07-08,Y,110,PT1H10M,DXB,FRA,EK,47,2022-07-09,9,EUR,1176.58
8408,90,77W,PT15H45M,PT12H10M,ICN,MUC,KE,901,2022-07-08,Y,90,PT1H,DXB,FRA,EK,43,2022-07-10,9,EUR,1238.61
8409,112,332,PT14H57M,PT11H17M,ICN,MUC,6X,957,2022-07-08,Y,112,PT1H,CDG,FRA,AF,1018,2022-07-08,9,EUR,1696.22
8410,1,332,PT15H,PT11H30M,ICN,MUC,6X,956,2022-07-08,Y,1,PT1H,CDG,FRA,AF,1318,2022-07-08,9,EUR,1703.35
8411,46,332,PT16H22M,PT11H17M,ICN,MUC,6X,957,2022-07-08,Y,46,PT1H,CDG,FRA,AF,1018,2022-07-08,9,EUR,2470.73
8412,36,77W,PT25H15M,PT2H35M,ICN,MUC,CI,161,2022-07-08,Y,36,PT1H5M,CDG,FRA,AF,1818,2022-07-08,9,EUR,6997.35
8413,64,77W,PT36H30M,PT10H10M,ICN,MUC,QR,859,2022-07-08,Y,64,PT1H,TPE,FRA,CI,61,2022-07-09,9,EUR,6997.35
8414,49,77W,PT15H25M,PT11H20M,ICN,MUC,KE,937,2022-07-08,Y,49,PT1H,DOH,FRA,QR,69,2022-07-09,9,EUR,6997.35
8415,3,789,PT17H,PT10H30M,ICN,MUC,LO,98,2022-07-08,Y,3,PT1H,VIE,FRA,OS,133,2022-07-08,9,EUR,6997.35
8416,17,789,PT24H5M,PT10H40M,ICN,MUC,UA,892,2022-07-08,Y,17,PT1H,WAW,FRA,LH,1351,2022-07-08,4,EUR,6997.35
8417,80,789,PT24H40M,PT10H40M,ICN,MUC,UA,892,2022-07-08,Y,80,PT1H10M,SFO,FRA,UA,58,2022-07-09,4,EUR,6997.35
8418,53,789,PT29H25M,PT10H40M,ICN,MUC,UA,892,2022-07-08,Y,53,PT1H,SFO,FRA,UA,8828,2022-07-09,4,EUR,6997.35
8419,60,777,PT29H30M,PT10H45M,ICN,MUC,UA,806,2022-07-08,Y,60,PT1H,SFO,FRA,UA,926,2022-07-09,9,EUR,328.86
8420,28,359,PT28H10M,PT14H15M,ICN,MUC,UA,7293,2022-07-08,Y,28,PT1H,SFO,FRA,UA,58,2022-07-09,9,EUR,432.98
8421,102,359,PT29H50M,PT14H15M,ICN,MUC,UA,7293,2022-07-08,Y,102,PT1H,JFK,FRA,UA,8838,2022-07-09,9,EUR,450.58
8422,21,777,PT30H5M,PT10H45M,ICN,MUC,UA,806,2022-07-08,Y,21,PT1H,JFK,FRA,UA,960,2022-07-09,9,EUR,450.58
8423,99,763,PT29H40M,PT3H40M,ICN,MUC,OM,302,2022-07-09,Y,99,PT1H,SFO,FRA,UA,8828,2022-07-09,9,EUR,451.44
8424,68,77W,PT36H30M,PT10H10M,ICN,MUC,QR,859,2022-07-09,Y,68,PT1H,UBN,FRA,OM,137,2022-07-10,9,EUR,451.44
8425,23,77W,PT17H10M,PT12H5M,ICN,VIE,AF,267,2022-07-09,Y,23,PT1H30M,DOH,FRA,QR,69,2022-07-10,9,EUR,451.44
8426,5,77W,PT20H,PT12H5M,ICN,VIE,AF,267,2022-07-09,Y,5,PT1H25M,CDG,FRA,AF,1818,2022-07-09,9,EUR,451.44
8427,83,772,PT15H40M,PT11H15M,ICN,VIE,KL,856,2022-07-09,Y,83,PT1H25M,CDG,FRA,AF,1018,2022-07-09,9,EUR,451.44
8428,13,772,PT17H5M,PT11H15M,ICN,VIE,KL,856,2022-07-09,Y,13,PT1H30M,AMS,FRA,KL,1763,2022-07-09,9,EUR,451.44
8429,44,772,PT17H20M,PT11H35M,ICN,VIE,KL,79,2022-07-09,Y,44,PT1H25M,AMS,FRA,KL,1765,2022-07-09,9,EUR,451.44
8430,107,772,PT18H45M,PT11H35M,ICN,VIE,KL,79,2022-07-09,Y,107,PT1H30M,AMS,FRA,KL,1763,2022-07-09,9,EUR,451.44
8431,85,772,PT19H40M,PT11H15M,ICN,VIE,KL,856,2022-07-09,Y,85,PT1H30M,AMS,FRA,KL,1765,2022-07-09,9,EUR,451.44
8432,48,772,PT21H20M,PT11H35M,ICN,VIE,KL,79,2022-07-09,Y,48,PT1H30M,AMS,FRA,KL,1767,2022-07-09,9,EUR,451.44
8433,111,772,PT23H50M,PT11H15M,ICN,VIE,KL,856,2022-07-09,Y,111,PT1H25M,AMS,FRA,KL,1767,2022-07-09,9,EUR,466.81
8434,62,772,PT25H30M,PT11H35M,ICN,VIE,KL,79,2022-07-09,Y,62,PT1H30M,AMS,FRA,KL,1771,2022-07-09,7,EUR,484.07
8435,115,772,PT27H50M,PT11H15M,ICN,VIE,KL,856,2022-07-09,Y,115,PT1H25M,AMS,FRA,KL,1771,2022-07-09,9,EUR,501.78
8436,64,772,PT29H30M,PT11H35M,ICN,VIE,KL,79,2022-07-09,Y,64,PT1H30M,AMS,FRA,KL,1775,2022-07-09,9,EUR,501.78
8437,52,744,PT11H25M,PT11H25M,ICN,VIE,6X,9745,2022-07-09,N,52,PT1H25M,AMS,FRA,KL,1775,2022-07-09,9,EUR,527.58
8438,101,788,PT35H40M,PT12H30M,ICN,VIE,ET,673,2022-07-09,Y,101,PT1H30M,FRA,,,,,9,EUR,528.64
8439,35,359,PT15H15M,PT9H35M,ICN,VIE,AY,42,2022-07-09,Y,35,PT1H30M,ADD,FRA,ET,706,2022-07-10,9,EUR,538.73
8440,9,359,PT30H,PT9H35M,ICN,VIE,AY,42,2022-07-09,Y,9,PT1H25M,HEL,FRA,AY,1415,2022-07-09,9,EUR,538.73
8441,105,332,PT16H42M,PT11H17M,ICN,VIE,6X,957,2022-07-09,Y,105,PT1H25M,HEL,FRA,AY,1411,2022-07-10,9,EUR,538.73
8442,7,781,PT20H,PT10H15M,ICN,VIE,EY,857,2022-07-09,Y,7,PT1H30M,CDG,FRA,LH,1041,2022-07-09,9,EUR,551.89
8443,11,789,PT15H5M,PT10H30M,ICN,BRU,LO,98,2022-07-09,Y,11,PT1H,AUH,FRA,EY,1,2022-07-10,9,EUR,564.86
8444,37,789,PT18H15M,PT10H30M,ICN,BRU,LO,98,2022-07-09,Y,37,PT1H,WAW,FRA,LO,379,2022-07-09,9,EUR,579.85
8445,119,789,PT29H50M,PT10H30M,ICN,BRU,LO,98,2022-07-09,Y,119,PT1H,WAW,FRA,LO,383,2022-07-09,9,EUR,579.85
8446,109,789,PT22H50M,PT12H55M,ICN,BRU,SV,899,2022-07-09,Y,109,PT1H,WAW,FRA,LO,381,2022-07-10,9,EUR,599.5
8447,53,763,PT18H25M,PT3H40M,ICN,GVA,OM,308,2022-07-09,Y,53,PT1H15M,JED,FRA,SV,167,2022-07-10,9,EUR,613.3
8448,73,359,PT15H35M,PT13H10M,ICN,GVA,LH,719,2022-07-09,Y,73,PT1H15M,UBN,FRA,OM,137,2022-07-09,9,EUR,613.3
8449,75,359,PT16H35M,PT13H10M,ICN,GVA,LH,719,2022-07-09,Y,75,PT1H15M,MUC,FRA,LH,119,2022-07-09,9,EUR,633.25
8450,81,359,PT27H35M,PT13H10M,ICN,GVA,LH,719,2022-07-09,Y,81,PT1H15M,MUC,FRA,LH,121,2022-07-09,9,EUR,633.25
8451,121,359,PT26H55M,PT5H50M,ICN,GVA,TG,657,2022-07-09,Y,121,PT1H15M,MUC,FRA,LH,93,2022-07-10,9,EUR,647.95
8452,97,359,PT28H40M,PT5H50M,ICN,GVA,TG,655,2022-07-09,Y,97,PT1H15M,BKK,FRA,TG,920,2022-07-10,9,EUR,647.95
8453,103,359,PT39H40M,PT5H50M,ICN,GVA,TG,657,2022-07-09,Y,103,PT1H15M,BKK,FRA,TG,922,2022-07-10,9,EUR,647.95
8454,123,359,PT39H55M,PT5H50M,ICN,ZRH,TG,655,2022-07-09,Y,123,PT1H5M,BKK,FRA,TG,922,2022-07-10,9,EUR,647.95
8455,79,333,PT17H35M,PT3H45M,ICN,ZRH,CX,419,2022-07-09,Y,79,PT1H5M,BKK,FRA,TG,920,2022-07-11,9,EUR,647.95
8456,89,333,PT22H40M,PT3H55M,ICN,ZRH,CX,411,2022-07-09,Y,89,PT1H,HKG,FRA,CX,289,2022-07-10,9,EUR,885.62
8457,39,333,PT24H15M,PT3H55M,ICN,ZRH,CX,439,2022-07-09,Y,39,PT1H10M,HKG,FRA,CX,289,2022-07-10,9,EUR,885.62
8458,93,333,PT27H40M,PT3H50M,ICN,ZRH,CX,417,2022-07-09,Y,93,PT1H,HKG,FRA,CX,289,2022-07-10,9,EUR,885.62
8459,95,333,PT28H40M,PT5H50M,ICN,ZRH,CX,421,2022-07-09,Y,95,PT1H10M,HKG,FRA,CX,289,2022-07-10,9,EUR,885.62
8460,58,77W,PT17H30M,PT11H25M,ICN,ZRH,TK,91,2022-07-09,Y,58,PT1H,HKG,FRA,CX,289,2022-07-10,9,EUR,905.41
8461,15,77W,PT21H5M,PT11H25M,ICN,GVA,TK,91,2022-07-09,Y,15,PT1H15M,IST,FRA,TK,1587,2022-07-10,9,EUR,919.81
8462,113,77W,PT24H50M,PT11H25M,ICN,GVA,TK,91,2022-07-09,Y,113,PT1H15M,IST,FRA,TK,1591,2022-07-10,9,EUR,927.03
8463,19,77W,PT28H5M,PT11H25M,ICN,GVA,TK,91,2022-07-09,Y,19,PT1H15M,IST,FRA,TK,1593,2022-07-10,4,EUR,975.94
8464,57,388,PT11H30M,PT11H30M,ICN,GVA,OZ,541,2022-07-09,N,57,PT1H15M,IST,FRA,TK,1597,2022-07-10,9,EUR,978.18
8465,43,74H,PT13H20M,PT13H20M,ICN,WAW,LH,713,2022-07-09,N,43,PT2H5M,FRA,,,,,9,EUR,1106.28
8466,70,77W,PT11H35M,PT11H35M,ICN,WAW,KE,905,2022-07-09,N,70,PT2H,FRA,,,,,9,EUR,1106.28
8467,60,77W,PT17H30M,PT11H25M,ICN,CDG,OZ,6931,2022-07-09,Y,60,PT1H30M,FRA,,,,,9,EUR,1176.58
8468,77,77L,PT16H35M,PT12H20M,ICN,ZRH,OZ,501,2022-07-09,Y,77,PT1H,IST,FRA,TK,1587,2022-07-10,9,EUR,1176.58
8469,27,388,PT27H10M,PT9H30M,ICN,ZRH,EK,323,2022-07-09,Y,27,PT1H,CDG,FRA,AF,1018,2022-07-09,9,EUR,1176.58
8470,125,388,PT39H55M,PT9H30M,ICN,GVA,EK,323,2022-07-09,Y,125,PT1H15M,DXB,FRA,EK,47,2022-07-10,9,EUR,1238.61
8471,1,332,PT15H,PT11H30M,ICN,GVA,6X,956,2022-07-09,Y,1,PT1H15M,DXB,FRA,EK,43,2022-07-11,9,EUR,1238.61
8472,50,332,PT16H22M,PT11H17M,ICN,ZRH,6X,957,2022-07-09,Y,50,PT1H,CDG,FRA,AF,1018,2022-07-09,9,EUR,1238.61
8473,33,332,PT19H12M,PT11H17M,ICN,GVA,6X,957,2022-07-09,Y,33,PT1H15M,CDG,FRA,AF,1818,2022-07-09,9,EUR,1437.28
8474,25,333,PT20H10M,PT2H45M,ICN,GVA,CI,149,2022-07-09,Y,25,PT1H15M,CDG,FRA,AF,1018,2022-07-09,9,EUR,2438.76
8475,41,77W,PT25H15M,PT2H35M,ICN,MAD,CI,161,2022-07-09,Y,41,PT2H45M,TPE,FRA,CI,61,2022-07-10,9,EUR,2470.73
8476,31,738,PT35H10M,PT2H45M,ICN,LIN,CI,143,2022-07-09,Y,31,PT1H20M,TPE,FRA,CI,61,2022-07-10,9,EUR,2652.89
8477,46,388,PT20H20M,PT9H30M,ICN,LIN,EK,323,2022-07-09,Y,46,PT1H25M,TPE,FRA,CI,61,2022-07-10,9,EUR,6997.35
8478,71,788,PT15H35M,PT12H45M,ICN,ARN,LO,2002,2022-07-09,Y,71,PT2H10M,DXB,FRA,EK,45,2022-07-10,9,EUR,6997.35
8479,3,789,PT17H,PT10H30M,ICN,CPH,LO,98,2022-07-09,Y,3,PT1H35M,BUD,FRA,LH,1339,2022-07-09,9,EUR,6997.35
8480,87,333,PT20H40M,PT9H,ICN,CPH,OZ,767,2022-07-09,Y,87,PT1H35M,WAW,FRA,LH,1351,2022-07-09,9,EUR,6997.35
8481,17,789,PT24H5M,PT10H40M,ICN,CPH,UA,892,2022-07-09,Y,17,PT1H35M,DEL,FRA,AI,121,2022-07-09,4,EUR,6997.35
8482,91,789,PT24H40M,PT10H40M,ICN,CPH,UA,892,2022-07-09,Y,91,PT1H40M,SFO,FRA,UA,58,2022-07-10,4,EUR,6997.35
8483,55,789,PT29H25M,PT10H40M,ICN,CPH,UA,892,2022-07-09,Y,55,PT1H35M,SFO,FRA,UA,8828,2022-07-10,4,EUR,6997.35
8484,66,777,PT29H30M,PT10H45M,ICN,MAD,UA,806,2022-07-09,Y,66,PT2H50M,SFO,FRA,UA,926,2022-07-10,9,EUR,328.86
8485,29,359,PT28H10M,PT14H15M,ICN,MAD,UA,7293,2022-07-09,Y,29,PT2H50M,SFO,FRA,UA,58,2022-07-10,9,EUR,432.98
8486,117,359,PT29H50M,PT14H15M,ICN,MAD,UA,7293,2022-07-09,Y,117,PT2H45M,JFK,FRA,UA,8838,2022-07-10,9,EUR,450.58
8487,21,777,PT30H5M,PT10H45M,ICN,,UA,806,2022-07-09,Y,21,,JFK,FRA,UA,960,2022-07-10,9,EUR,450.58
8488,53,763,PT18H25M,PT3H40M,ICN,,OM,308,2022-07-10,Y,53,,SFO,FRA,UA,8828,2022-07-10,9,EUR,451.44
8489,64,77W,PT36H30M,PT10H10M,ICN,,QR,859,2022-07-10,Y,64,,UBN,FRA,OM,137,2022-07-10,9,EUR,451.44
8490,26,77W,PT17H10M,PT12H5M,ICN,,AF,267,2022-07-10,Y,26,,DOH,FRA,QR,69,2022-07-11,9,EUR,451.44
8491,5,77W,PT20H,PT12H5M,ICN,,AF,267,2022-07-10,Y,5,,CDG,FRA,AF,1818,2022-07-10,9,EUR,451.44
8492,77,772,PT15H40M,PT11H15M,ICN,,KL,856,2022-07-10,Y,77,,CDG,FRA,AF,1018,2022-07-10,9,EUR,451.44
8493,15,772,PT17H5M,PT11H15M,ICN,,KL,856,2022-07-10,Y,15,,AMS,FRA,KL,1763,2022-07-10,9,EUR,451.44
8494,42,772,PT17H20M,PT11H35M,ICN,,KL,79,2022-07-10,Y,42,,AMS,FRA,KL,1765,2022-07-10,9,EUR,451.44
8495,91,772,PT18H45M,PT11H35M,ICN,,KL,79,2022-07-10,Y,91,,AMS,FRA,KL,1763,2022-07-10,9,EUR,451.44
8496,79,772,PT19H40M,PT11H15M,ICN,,KL,856,2022-07-10,Y,79,,AMS,FRA,KL,1765,2022-07-10,9,EUR,451.44
8497,46,772,PT21H20M,PT11H35M,ICN,,KL,79,2022-07-10,Y,46,,AMS,FRA,KL,1767,2022-07-10,9,EUR,451.79
8498,95,772,PT23H50M,PT11H15M,ICN,,KL,856,2022-07-10,Y,95,,AMS,FRA,KL,1767,2022-07-10,9,EUR,466.81
8499,60,772,PT25H30M,PT11H35M,ICN,,KL,79,2022-07-10,Y,60,,AMS,FRA,KL,1771,2022-07-10,9,EUR,501.78
8500,99,772,PT27H50M,PT11H15M,ICN,,KL,856,2022-07-10,Y,99,,AMS,FRA,KL,1771,2022-07-10,9,EUR,501.78
8501,107,77W,PT30H55M,PT12H5M,ICN,,AF,267,2022-07-10,Y,107,,AMS,FRA,KL,1775,2022-07-10,9,EUR,528.64
8502,50,744,PT11H25M,PT11H25M,ICN,,6X,9745,2022-07-10,N,50,,CDG,FRA,AF,1518,2022-07-11,9,EUR,538.73
8503,32,359,PT15H15M,PT9H35M,ICN,,AY,42,2022-07-10,Y,32,,FRA,,,,,9,EUR,538.73
8504,9,359,PT30H,PT9H35M,ICN,,AY,42,2022-07-10,Y,9,,HEL,FRA,AY,1415,2022-07-10,9,EUR,538.73
8505,7,781,PT20H,PT10H15M,ICN,,EY,857,2022-07-10,Y,7,,HEL,FRA,AY,1411,2022-07-11,9,EUR,554.81
8506,11,789,PT15H5M,PT10H30M,ICN,,LO,98,2022-07-10,Y,11,,AUH,FRA,EY,1,2022-07-11,9,EUR,579.85
8507,34,789,PT18H15M,PT10H30M,ICN,AMS,LO,98,2022-07-10,Y,34,PT1H10M,WAW,FRA,LO,379,2022-07-10,1,EUR,579.85
8508,103,789,PT29H50M,PT10H30M,ICN,AMS,LO,98,2022-07-10,Y,103,PT1H5M,WAW,FRA,LO,383,2022-07-10,9,EUR,613.3
8509,25,343,PT14H10M,PT14H10M,ICN,AMS,LH,713,2022-07-10,N,25,PT1H5M,WAW,FRA,LO,381,2022-07-11,9,EUR,633.25
8510,67,359,PT15H35M,PT13H10M,ICN,AMS,LH,719,2022-07-10,Y,67,PT1H5M,FRA,,,,,9,EUR,647.95
8511,69,359,PT16H35M,PT13H10M,ICN,AMS,LH,719,2022-07-10,Y,69,PT1H5M,MUC,FRA,LH,119,2022-07-10,9,EUR,647.95
8512,105,359,PT26H55M,PT5H50M,ICN,AMS,TG,657,2022-07-10,Y,105,PT1H5M,MUC,FRA,LH,121,2022-07-10,9,EUR,647.95
8513,109,359,PT39H55M,PT5H50M,ICN,AMS,TG,655,2022-07-10,Y,109,PT1H5M,BKK,FRA,TG,920,2022-07-11,9,EUR,647.95
8514,71,333,PT17H35M,PT3H45M,ICN,AMS,CX,419,2022-07-10,Y,71,PT1H5M,BKK,FRA,TG,920,2022-07-12,9,EUR,647.95
8515,81,333,PT22H40M,PT3H55M,ICN,AMS,CX,411,2022-07-10,Y,81,PT1H5M,HKG,FRA,CX,289,2022-07-11,4,EUR,731.11
8516,36,333,PT24H15M,PT3H55M,ICN,AMS,CX,439,2022-07-10,Y,36,PT1H5M,HKG,FRA,CX,289,2022-07-11,9,EUR,732.32
8517,85,333,PT27H40M,PT3H50M,ICN,AMS,CX,417,2022-07-10,Y,85,PT1H5M,HKG,FRA,CX,289,2022-07-11,9,EUR,885.62
8518,87,333,PT28H40M,PT5H50M,ICN,AMS,CX,421,2022-07-10,Y,87,PT1H5M,HKG,FRA,CX,289,2022-07-11,9,EUR,885.62
8519,40,788,PT28H15M,PT7H45M,ICN,AMS,AI,313,2022-07-10,Y,40,PT1H5M,HKG,FRA,CX,289,2022-07-11,9,EUR,885.62
8520,73,788,PT39H35M,PT7H45M,ICN,AMS,AI,313,2022-07-10,Y,73,PT1H5M,DEL,FRA,AI,8761,2022-07-11,9,EUR,885.62
8521,58,77W,PT17H30M,PT11H25M,ICN,AMS,TK,91,2022-07-10,Y,58,PT1H5M,DEL,FRA,AI,121,2022-07-11,9,EUR,905.41
8522,17,77W,PT21H5M,PT11H25M,ICN,AMS,TK,91,2022-07-10,Y,17,PT1H5M,IST,FRA,TK,1587,2022-07-11,9,EUR,927.03
8523,97,77W,PT24H50M,PT11H25M,ICN,AMS,TK,91,2022-07-10,Y,97,PT1H5M,IST,FRA,TK,1591,2022-07-11,9,EUR,1025.58
8524,21,77W,PT28H5M,PT11H25M,ICN,BRU,TK,91,2022-07-10,Y,21,PT1H,IST,FRA,TK,1593,2022-07-11,9,EUR,1106.28
8525,57,388,PT11H30M,PT11H30M,ICN,BRU,OZ,541,2022-07-10,N,57,PT1H,IST,FRA,TK,1597,2022-07-11,9,EUR,1106.28
8526,66,77W,PT11H35M,PT11H35M,ICN,BRU,KE,905,2022-07-10,N,66,PT1H,FRA,,,,,9,EUR,1106.28
8527,89,332,PT16H42M,PT11H17M,ICN,BRU,6X,957,2022-07-10,Y,89,PT1H,FRA,,,,,9,EUR,1147.35
8528,44,388,PT20H20M,PT9H30M,ICN,BRU,EK,323,2022-07-10,Y,44,PT1H,CDG,FRA,LH,1041,2022-07-10,9,EUR,1147.35
8529,28,388,PT27H10M,PT9H30M,ICN,BRU,EK,323,2022-07-10,Y,28,PT1H,DXB,FRA,EK,45,2022-07-11,9,EUR,1155.8
8530,111,388,PT39H55M,PT9H30M,ICN,BRU,EK,323,2022-07-10,Y,111,PT1H,DXB,FRA,EK,47,2022-07-11,9,EUR,1176.58
8531,51,77W,PT15H25M,PT11H20M,ICN,BRU,KE,937,2022-07-10,Y,51,PT1H,DXB,FRA,EK,43,2022-07-12,9,EUR,1176.58
8532,93,77W,PT15H50M,PT11H20M,ICN,BRU,KE,937,2022-07-10,Y,93,PT1H,VIE,FRA,OS,133,2022-07-10,9,EUR,1238.61
8533,13,77W,PT16H5M,PT12H30M,ICN,BRU,KE,903,2022-07-10,Y,13,PT1H,VIE,FRA,OS,127,2022-07-10,9,EUR,2470.73
8534,1,332,PT15H,PT11H30M,ICN,ATH,6X,956,2022-07-10,Y,1,PT3H,CDG,FRA,AF,1018,2022-07-10,8,EUR,3084.16
8535,48,332,PT16H22M,PT11H17M,ICN,,6X,957,2022-07-10,Y,48,,CDG,FRA,AF,1018,2022-07-10,9,EUR,6997.35
8536,38,77W,PT25H15M,PT2H35M,ICN,ATH,CI,161,2022-07-10,Y,38,PT3H,CDG,FRA,AF,1818,2022-07-10,9,EUR,6997.35
8537,3,789,PT17H,PT10H30M,ICN,AMS,LO,98,2022-07-10,Y,3,PT1H5M,TPE,FRA,CI,61,2022-07-11,9,EUR,6997.35
8538,75,77W,PT14H40M,PT11H50M,ICN,AMS,KE,925,2022-07-10,Y,75,PT1H5M,WAW,FRA,LH,1351,2022-07-10,9,EUR,6997.35
8539,19,789,PT24H5M,PT10H40M,ICN,AMS,UA,892,2022-07-10,Y,19,PT1H5M,AMS,FRA,KL,1775,2022-07-10,4,EUR,6997.35
8540,83,789,PT24H40M,PT10H40M,ICN,AMS,UA,892,2022-07-10,Y,83,PT1H5M,SFO,FRA,UA,58,2022-07-11,4,EUR,6997.35
8541,55,789,PT29H25M,PT10H40M,ICN,AMS,UA,892,2022-07-10,Y,55,PT1H5M,SFO,FRA,UA,8828,2022-07-11,4,EUR,6997.35
8542,62,777,PT29H30M,PT10H45M,ICN,AMS,UA,806,2022-07-10,Y,62,PT1H5M,SFO,FRA,UA,926,2022-07-11,9,EUR,432.98
8543,30,359,PT28H10M,PT14H15M,ICN,AMS,UA,7293,2022-07-10,Y,30,PT1H5M,SFO,FRA,UA,58,2022-07-11,9,EUR,450.58
8544,101,359,PT29H50M,PT14H15M,ICN,AMS,UA,7293,2022-07-10,Y,101,PT1H5M,JFK,FRA,UA,8838,2022-07-11,9,EUR,450.58
8545,23,777,PT30H5M,PT10H45M,ICN,AMS,UA,806,2022-07-10,Y,23,PT1H5M,JFK,FRA,UA,960,2022-07-11,9,EUR,451.44
8546,56,77W,PT36H30M,PT10H10M,ICN,AMS,QR,859,2022-07-11,Y,56,PT1H5M,SFO,FRA,UA,8828,2022-07-11,9,EUR,451.44
8547,96,77W,PT15H45M,PT12H5M,ICN,AMS,AF,267,2022-07-11,Y,96,PT1H5M,DOH,FRA,QR,69,2022-07-12,9,EUR,451.44
8548,3,77W,PT20H,PT12H5M,ICN,AMS,AF,267,2022-07-11,Y,3,PT1H5M,CDG,FRA,AF,1318,2022-07-11,9,EUR,451.44
8549,74,789,PT15H40M,PT11H15M,ICN,AMS,KL,856,2022-07-11,Y,74,PT1H5M,CDG,FRA,AF,1018,2022-07-11,9,EUR,451.44
8550,9,789,PT17H5M,PT11H15M,ICN,BRU,KL,856,2022-07-11,Y,9,PT1H,AMS,FRA,KL,1763,2022-07-11,9,EUR,451.44
8551,34,772,PT17H20M,PT11H35M,ICN,CDG,KL,79,2022-07-11,Y,34,PT1H20M,AMS,FRA,KL,1765,2022-07-11,9,EUR,451.44
8552,100,772,PT18H45M,PT11H35M,ICN,CDG,KL,79,2022-07-11,Y,100,PT1H20M,AMS,FRA,KL,1763,2022-07-11,9,EUR,451.44
8553,76,789,PT19H40M,PT11H15M,ICN,CDG,KL,856,2022-07-11,Y,76,PT1H25M,AMS,FRA,KL,1765,2022-07-11,9,EUR,451.79
8554,106,789,PT23H50M,PT11H15M,ICN,CDG,KL,856,2022-07-11,Y,106,PT1H20M,AMS,FRA,KL,1767,2022-07-11,9,EUR,466.81
8555,50,772,PT25H30M,PT11H35M,ICN,CDG,KL,79,2022-07-11,Y,50,PT1H20M,AMS,FRA,KL,1771,2022-07-11,7,EUR,484.07
8556,108,789,PT27H50M,PT11H15M,ICN,CDG,KL,856,2022-07-11,Y,108,PT1H25M,AMS,FRA,KL,1771,2022-07-11,9,EUR,499.64
8557,120,77W,PT30H55M,PT12H5M,ICN,CDG,AF,267,2022-07-11,Y,120,PT1H20M,AMS,FRA,KL,1775,2022-07-11,9,EUR,501.78
8558,38,744,PT11H25M,PT11H25M,ICN,CDG,6X,9745,2022-07-11,N,38,PT1H20M,CDG,FRA,AF,1518,2022-07-12,9,EUR,501.78
8559,90,788,PT35H40M,PT12H30M,ICN,CDG,ET,673,2022-07-11,Y,90,PT1H20M,FRA,,,,,9,EUR,549.28
8560,5,781,PT20H,PT10H15M,ICN,CDG,EY,857,2022-07-11,Y,5,PT1H20M,ADD,FRA,ET,706,2022-07-12,9,EUR,554.81
8561,25,359,PT15H15M,PT9H35M,ICN,CDG,AY,42,2022-07-11,Y,25,PT1H20M,AUH,FRA,EY,1,2022-07-12,9,EUR,579.85
8562,7,359,PT30H,PT9H35M,ICN,CDG,AY,42,2022-07-11,Y,7,PT1H20M,HEL,FRA,AY,1415,2022-07-11,9,EUR,599.5
8563,19,388,PT27H10M,PT9H30M,ICN,CDG,EK,323,2022-07-11,Y,19,PT1H20M,HEL,FRA,AY,1411,2022-07-12,9,EUR,599.5
8564,33,74H,PT13H20M,PT13H20M,ICN,CDG,LH,713,2022-07-11,N,33,PT1H20M,DXB,FRA,EK,47,2022-07-12,9,EUR,599.5
